Title,Location,Company,Summary,Search_type,Date,Link,Extraction_date
Data Analyst,Stockholm,Rovio Mobile Oy,"The Business intelligence team aims to empower Rovio’s teams with insightful data, and also with relevant tools and models that support decision making.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=d37d1e9aae1354f6&fccid=4390b8875bb81a53&vjs=3,2020-10-18
Data Engineer - Data Team,Stockholm,Paradox Interactive,"Experience in data architecture, data pipelines, building ETLs and ETL orchestration.In your role, as a Data Engineer, you will be working on our data…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=8c964b56194cfb7f&fccid=b362c5db565b8d5d&vjs=3,2020-10-18
Doctoral student in Computer Science: Machine Learning and M...,Örebro,Örebro Universitet,"While there has been a lot of progress on both machine learning and machine reasoning, their integration remains a key open challenge in artificial intelligence…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=0f1fed40dbbe98cd&fccid=bf708e8aa9700c06&vjs=3,2020-10-18
Data Engineer Volvo Group Connected Solutions,Göteborg,Volvo Group,Degree in Computer Science or similar.At Volvo Group Connected Solutions we work at the forefront of connectivity with data from over.,Organic,19 dagar sedan,https://se.indeed.com/rc/clk?jk=6d54809ca46c3a5b&fccid=0f63e537c80f169b&vjs=3,2020-10-18
Big data and ETL engineer,Solna,Bisnode Sweden,Develop machine learning models to apply them to large datasets or streaming datasets.University degree in computer science.It's all about the data!,Organic,22 dagar sedan,https://se.indeed.com/rc/clk?jk=d4a9e93bbd1fb0fb&fccid=9e8baf6da2eee0d5&vjs=3,2020-10-18
Data Engineer,Stockholm,Kambi Stockholm,"Design and deploy production supported dimensional models, star schemas and/or data marts.Coach data users within Kambi to improve their understanding and…",Organic,18 dagar sedan,https://se.indeed.com/rc/clk?jk=abf18fd5ac1033df&fccid=df42ed9fe8ff2a1d&vjs=3,2020-10-18
Data Engineer,Sverige,Red Commerce,"Experience in data architecture and creating data marts, symantic layers etc.Infosphere Datastage and Oracle DB, Data engineering - GCP, Big Query, Data mesh,…",Organic,11 dagar sedan,https://se.indeed.com/rc/clk?jk=644d9c6e485d355c&fccid=f3363a1b446e52ca&vjs=3,2020-10-18
ML Research Internship,Sverige,H-Ai AB,"The ideal candidate will have a keen interest in data science and machine learning.Prior experience with data modelling using real data, preferably in great…",Organic,18 dagar sedan,https://se.indeed.com/rc/clk?jk=f3826735a0b8d7d2&fccid=cd9c523fdde3a495&vjs=3,2020-10-18
TechOps engineer,Västerås,Northvolt,"It is likely that in the past you have had titles like sysadmin, system engineer, infrastructure engineer, devops engineer, SRE engineer or even system…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=d6c3b0225e9fbdff&fccid=0284097cdcfc2e52&vjs=3,2020-10-18
Business Analyst,Stockholm,Aller media,Vi tror att du är en person med mycket god analytisk förmåga som brinner för att analysera data och presentera insikter och rekommendationer som driver affären…,Organic,12 dagar sedan,https://se.indeed.com/rc/clk?jk=b6262d7283e630ec&fccid=ee6c557c26bd99e7&vjs=3,2020-10-18
Test Engineer - Battery Lab,Sverige,Volvo,Experience from testing simulation or lab work.Skills in CANanalyser and Python or similar.Electronic/Electrical/Chemical Engineer or similar education.,Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=4720fbb49c7b1fcf&fccid=849c0f4c2c13d398&vjs=3,2020-10-18
Vill du bli en av våra nya Data Engineers kollegor?,Stockholm,Sopra Steria,"Du kommer ingå i teamet Data & Analytics på Sopra Steria, ett team som ligger i absolut framkant inom området data engineering och avancerad analys.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=5bcb3b2012f79fe6&fccid=3ba6d20cd884270b&vjs=3,2020-10-18
"Relationship Analyst, Sweden",Stockholm,Citi,Strong Research capability through various applications to obtain data.Able to take the initiative to follow through whilst exercising sound judgment as to…,Organic,14 dagar sedan,https://se.indeed.com/rc/clk?jk=b8a8b6f1dc9221df&fccid=5bcd1ef0a7f4fb99&vjs=3,2020-10-18
Senior Data Analyst,Uppsala,MachineGames,5+ years' experience in AAA or mobile games development as a game data analyst or equivalent.Experience with Tableau or similar software.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=7de887f40ea2ac07&fccid=9dcab69359083d38&vjs=3,2020-10-18
Data Engineer – Core Experience,Stockholm,Spotify,Work on machine learning projects powering the experience that suits each user individually.We are hiring software engineers who are very enthusiastic about…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=fa10657b4663624b&fccid=fe404d18bb9eef1e&vjs=3,2020-10-18
Automation/Data Pipeline Engineer -Deep Learning,Göteborg,Zenseact,"B.Sc. or M.Sc. or PhD. in a related field such as: Computer Science, Machine Learning, Computer Vision, Engineering Physics, Robotics etc.What's in it for you?",Organic,12 dagar sedan,https://se.indeed.com/rc/clk?jk=07ff8f3a17e653f8&fccid=3035b8d4a5e8b556&vjs=3,2020-10-18
Portfolio Management Analyst,Sverige,Egmont,"Education: Master of Science or Business in Industrial Engineering, Business or Economics with interest in data analytics, business technology.",Organic,17 dagar sedan,https://se.indeed.com/rc/clk?jk=cb71e5686d024836&fccid=ef36bf446954b86e&vjs=3,2020-10-18
Deep Learning Researcher,Göteborg,EmbeDL,"PhD or M.Sc. in Computer Science, Physics, Electrical Engineering, or make a great case for your equivalent skills achieved via experience (excellent grades…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=c3f17ff8c0a4c28f&fccid=ddf259917dbd8d55&vjs=3,2020-10-18
Projektledare,Sverige,C.A.G MER Consulting,"Akademisk examen, t ex systemvetare, ekonom eller ingenjör.C.A.G MER Consulting har digitaliserat Bank- & Finansbranschen sedan 1984.VI SÖKER DIG SOM HAR:",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=20d398186cef1308&fccid=5f4a4d962f13ccd8&vjs=3,2020-10-18
BACK END ENGINEER - MACHINE LEARNING,Stockholm,Harnham,Solid experience from one or more engineering roles.BACK END ENGINEER - MACHINE LEARNING.You will become part of a team that build models and services that…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=fd6830f161ec2a74&fccid=d72eb0548d91249c&vjs=3,2020-10-18
"Data Scientist, Team lead",Stockholm,Epidemic Sound,"Fluency in Python or R for data analysis.Ability to demonstrate hands-on experience with data mining, clustering, segmentation and machine learning.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=d1e40cfea9947410&fccid=0724ac049d2b292c&vjs=3,2020-10-18
Data Engineer,Göteborg,KVD Bil,Optimering och strukturering av data.Visualisera insamlad data i Power BI.Val av data-modeller och arkitektur.Då är detta absolut rollen för dig!,Organic,5 dagar sedan,https://se.indeed.com/rc/clk?jk=8fbd6b196dcd12cd&fccid=ce6bb17ea8b2b8b8&vjs=3,2020-10-18
AWS Data Engineer,Stockholm,Tobii Technology,"You will also take responsibility for data analysis and visualization when not tweaking the data processing or filtering machinery.At Tobii, we move quickly!",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=304c1b5dd03b32ce&fccid=0f3168f46a0f2307&vjs=3,2020-10-18
Big Data ETL Software Engineer,Åre,SEKAI,"We love tinkering with new bleeding edge technologies like Kaniko, Pulumi and not so new but new to the big data world such as game engines and machine learning…",Organic,29 dagar sedan,https://se.indeed.com/rc/clk?jk=24c4fff129466ec3&fccid=0f292b92f8ca4277&vjs=3,2020-10-18
Global Internship Coordinator [Internship],Stockholm,Electrolux,1-2 years of recruitment or project management experience.Provide guidance on career advise by learning about performance and succession management.,Organic,6 dagar sedan,https://se.indeed.com/rc/clk?jk=39ae11dbbac25acf&fccid=3a6b309410a33a62&vjs=3,2020-10-18
Research Engineer (7382),Linköping,Sectra,"You are knowledgeable about data modeling, data access, and data storage techniques or are willing to learn this fast.Fluency in English and Swedish.",Organic,4 dagar sedan,https://se.indeed.com/rc/clk?jk=0c8cb4446f808232&fccid=ff9976a329c08315&vjs=3,2020-10-18
Senior Data Analyst som älskar att göra data begriplig...,Malmö,Prisjakt,"Vi på Prisjakt äger historisk data (> 15 år) om miljontals produkter, priser från tiotusentals butiker och data från användningen av flera plattformar (att säga…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=9b0d7c3bdc4db178&fccid=76245a16af328db8&vjs=3,2020-10-18
Mjukvaruutvecklare inom Life Science,Uppsala,AFRY,AFRY är rankat som en av Sveriges mest populära arbetsgivare bland ingenjörer.Är du en modig lagspelare som vill vara med och göra skillnad?,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=e2c4db62ed8edd6c&fccid=a05b8f26580d8624&vjs=3,2020-10-18
Business Analyst till ICA Analytics,Solna,ICA Gruppen AB,Att viktiga affärsbeslut ska tas med analys och data som underlag?Du är analytisk och trivs med att bearbeta data samt diskutera analytiska metoder.,Organic,5 dagar sedan,https://se.indeed.com/rc/clk?jk=d52786fdf4b6c823&fccid=d64c292ff540899b&vjs=3,2020-10-18
CRM Analyst,Stockholm,ATG,"Du bör ha erfarenhet av statistiska analysverktyg och kunskaper inom Machine learning och kompetens inom databasanalys, statistik och segmentering.",Organic,16 dagar sedan,https://se.indeed.com/rc/clk?jk=b47e8e69e34cbc05&fccid=bd650176eab446e5&vjs=3,2020-10-18
Data Scientist - Coop Digital,Solna,Coop,Your role could be described as an end-to-end data scientist covering the full data science lifecycle from understanding the underlying consumer needs and…,Organic,20 dagar sedan,https://se.indeed.com/rc/clk?jk=1f8490223f92e5bc&fccid=a07329ed75b712e3&vjs=3,2020-10-18
Senior Data Analyst,Sverige,MDPI Switzerland,Develop data transformation & data analysis scripts to provide statistical reports.Identify interesting patterns in data sets and drive insight from data.,Organic,11 dagar sedan,https://se.indeed.com/rc/clk?jk=7b04de9a4c4b4209&fccid=a716c68fd6165233&vjs=3,2020-10-18
Facility Project Engineer,Luleå,Facebook,"Track project learnings, drive corrective actions and facilitate after-action review exercises to capture project learnings and improve our processes.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=7418f2de27e7fc0e&fccid=1639254ea84748b5&vjs=3,2020-10-18
Data Scientist for Climate Strategy,Sverige,ClimateView,"Research, collect and describe the data and science behind our transition targets.You will work as our data and math climate scientists and create statistical…",Organic,29 dagar sedan,https://se.indeed.com/rc/clk?jk=c473f6939080dd1d&fccid=8180efd538b1cce4&vjs=3,2020-10-18
Data Engineer,Stockholm,B-right AB,Vi söker dig som är nyfiken och vill hjälpa våra kunder till en mer datadriven framtid.Vi arbetar med ny teknik i molnet och vi vill bli ännu bättre.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=a11359e62f63597d&fccid=884b20e256dec725&vjs=3,2020-10-18
Industrial Engineer,Stockholm,FedEx Express EU,"Industrial engineer with Bachelor or higher degree or related higher professional qualifications in e.g. mechanical engineering, data analytics, statistics, or…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=48f75c4ec908fa14&fccid=5c439b65a0bd045b&vjs=3,2020-10-18
Bemannings- och produktionsplanerare,Ängelholm,Boozt Fashion,"You can find our headquarters in Malmö, Sweden, but we also have a few physical retail stores in the Copenhagen area, a small data science team in Aarhus,…",Organic,25 dagar sedan,https://se.indeed.com/rc/clk?jk=f5a33d0fe22920c1&fccid=791f32c97b793188&vjs=3,2020-10-18
Data Engineer – User Fraud,Stockholm,Spotify,"You have experience operating backend and/or data pipeline services, familiar with metrics and monitoring.We use state of the art data engineering and backend…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=5e3563bdc094039b&fccid=fe404d18bb9eef1e&vjs=3,2020-10-18
Data Science Consultant,Stockholm,Harnham,It is essential to have commercial experience coding such algorithms in Python or R. It is also important to have had exposure to querying data sets using SQL.,Organic,24 dagar sedan,https://se.indeed.com/rc/clk?jk=2922380b808072c9&fccid=d72eb0548d91249c&vjs=3,2020-10-18
Energy Efficiency Engineer - Heat Recovery,Västerås,Northvolt,"Prepare requirement documents, data sheets, technical engineering documents, manuals and equipment specifications.",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=a2dfa9b5733b2f19&fccid=0284097cdcfc2e52&vjs=3,2020-10-18
CRO Analyst,Stockholm,LeoVegas.com,"Set up necessary tracking, collect data and recommend KPIs.Perform audits of LeoVegas web analytics implementations to ensure data quality.",Organic,5 dagar sedan,https://se.indeed.com/rc/clk?jk=f8efdc0a35d98332&fccid=7d128d8f31740ae1&vjs=3,2020-10-18
Data Engineer – Business Critical Datasets and Company Key M...,Stockholm,Spotify,"You have experience in backend, data science, front end or data visualization.Working hand-in-hand with the data science community to understand various user…",Organic,26 dagar sedan,https://se.indeed.com/rc/clk?jk=bf0aead69497c1fd&fccid=fe404d18bb9eef1e&vjs=3,2020-10-18
Agil Ledare,Sverige,C.A.G MER Consulting,"Akademisk examen, t ex systemvetare, ekonom eller ingenjör.C.A.G MER Consulting har digitaliserat Bank- & Finansbranschen sedan 1984.VI SÖKER DIG SOM HAR:",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=a4264b213e7321a5&fccid=5f4a4d962f13ccd8&vjs=3,2020-10-18
Mätningstekniker till Strukton Rail,Sverige,Strukton Rail,"Efter planering och insamling av data följer bearbetning av denna, vanligtvis efter kundens önskemål.Som mätningstekniker/mätningsingenjör hos oss kommer du…",Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=57fdb1a6d33d09ba&fccid=3bd7ecf486b94c7b&vjs=3,2020-10-18
AI/ML engineer,Jobba hemifrån,Mavenoid,Learn desired behavior from examples using causal reasoning or imitation learning.Fluency in Python and a deep-learning framework such as TensorFlow or PyTorch…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=b511bb0a8a16261b&fccid=d860f0c3105418b3&vjs=3,2020-10-18
CRM Analyst till Trygg-Hansa!,Stockholm,Trygg-Hansa,Förstår du hur datamodeller och dataflöde fungerar för CRM-system och är van vid att kravställa mot IT gällande data.Tjänsten är baserad i Stockholm.,Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=1238ff72729259f7&fccid=ca320038b2ec311e&vjs=3,2020-10-18
Data Scientist for service content optimization,Göteborg,Volvo,If you have prior documented working experience with data science and data analysis is considered beneficial as well as basic knowledge in development of…,Organic,9 dagar sedan,https://se.indeed.com/rc/clk?jk=6f34c3f0e3103a3b&fccid=849c0f4c2c13d398&vjs=3,2020-10-18
Business Technology Analyst - ServiceNow,Stockholm,Sofigate Sweden,Vi söker dig som är ingenjör med data- eller annan teknisk inriktning.Sofigate is an IT management powerhouse with a strong role in digitalizing companies and…,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=7e12287a23cccb4c&fccid=4aee704206840718&vjs=3,2020-10-18
"Research Engineer, Data mining",Halmstad,Högskolan i Halmstad,Contribution of data mining use cases in a data science portal.Have experience in analyzing and working with district heating data from a data mining and…,Organic,2 dagar sedan,https://se.indeed.com/rc/clk?jk=8e392d071496916a&fccid=cddf6944d428a47d&vjs=3,2020-10-18
Riskkoordinator till Swedbank,Stockholm,TNG,"Gå igenom stora mängder data och säkerställa att det finns rätt typ av underlag att göra analyser ifrån.Har en utbildning inom relevant område, såsom ingenjör…",Organic,3 dagar sedan,https://se.indeed.com/rc/clk?jk=a5f1022c5b04e7fd&fccid=ada73c3f77c05693&vjs=3,2020-10-18
Senior Data Analyst,Uppsala,ZeniMax Media Inc.,5+ years' experience in AAA or mobile games development as a game data analyst or equivalent.Experience with Tableau or similar software.,Organic,Mer än 30 dagar sedan,https://se.indeed.com/rc/clk?jk=b2d919f02fb9dd87&fccid=1f253f9238a67842&vjs=3,2020-10-18
Global Engineer Program,Stockholm,Electrolux,"Collect and analyse data and consumers feedback, based on the data from company quality reporting systems,.You analyse data in an efficient manner.",Organic,6 dagar sedan,https://se.indeed.com/rc/clk?jk=8805815ef81dd72b&fccid=3a6b309410a33a62&vjs=3,2020-10-18
